96	1.2
0.564282	1.696931	-0.773664
1ACB_r.pdb	7.160	0.001	17.836
1ACB_l.pdb	14.185	25.255	12.409
1.570796	0.977824	0.441928	0	78	7	0	57.17
1.675516	0.757389	1.501184	80	95	82	0	57.07
1.466077	0.952433	0.584347	95	78	6	0	56.71
1.780236	0.757389	1.501184	80	94	82	0	56.64
1.675516	0.882554	1.443757	79	94	83	0	56.35
1.780236	0.882554	1.443757	79	94	83	0	54.26
1.570796	0.851126	0.493370	95	78	6	0	53.97
2.094395	0.524769	-0.421955	95	77	6	0	53.79
1.570796	0.859754	1.603292	79	95	83	0	53.78
1.466077	0.560531	2.378474	81	94	81	0	53.55
1.884956	0.550762	-0.180771	94	77	5	0	53.23
1.466077	0.652440	2.197129	81	94	81	0	53.10
-0.942478	0.889834	2.529957	94	80	6	0	52.70
0.523599	1.817772	-1.689625	93	82	10	0	52.69
-1.047198	0.759800	2.546181	95	79	5	0	52.69
1.780236	0.740650	1.681075	79	94	83	0	52.39
1.780236	0.859754	1.603292	79	94	83	0	52.37
-2.617994	1.739676	2.496017	88	77	5	1	52.15
1.989675	0.550762	-0.180771	95	77	5	0	52.07
1.570796	1.074204	0.545276	0	78	6	0	52.00
1.466077	0.730751	0.522488	94	78	6	0	51.96
-1.466077	0.993052	2.137478	2	77	1	0	51.90
1.884956	0.424766	-0.258729	94	77	5	0	51.85
0.523599	1.823834	-1.560483	93	82	11	0	51.83
1.570796	0.740650	1.681075	80	95	83	0	51.78
-2.827433	1.794553	2.374618	86	78	4	1	51.65
0.628319	1.817772	-1.689625	93	82	11	0	51.63
1.884956	0.913918	1.287618	79	93	82	0	51.53
1.466077	0.977824	0.441928	95	78	7	0	51.34
-1.570796	0.993052	2.137478	2	77	1	0	51.33
1.884956	0.664008	1.360091	80	94	81	0	51.31
1.361357	0.605711	0.598454	93	78	6	0	51.31
1.361357	0.730751	0.522488	93	78	6	0	51.24
2.722714	1.922256	2.347806	1	79	4	0	51.14
1.675516	0.977824	0.441928	1	78	7	0	51.12
-0.837758	0.889834	2.529957	95	80	6	0	50.99
1.466077	0.339714	-0.013712	92	78	3	0	50.96
1.466077	0.851126	0.493370	94	78	7	0	50.72
-2.513274	1.690107	2.620910	89	77	5	1	50.67
2.932153	2.343434	-2.013692	92	81	7	0	50.66
-1.256637	0.721019	2.721536	94	79	6	0	50.61
1.675516	0.859754	1.603292	79	95	83	0	50.54
-2.932153	2.145635	-1.327708	92	80	3	0	50.52
-2.932153	2.336046	-1.115799	92	80	4	0	50.32
0.209440	0.644807	-0.327139	2	80	6	0	50.30
1.151917	0.715701	0.699906	92	78	6	0	50.24
2.827433	1.922256	2.347806	2	79	4	0	50.20
-2.827433	1.567193	2.643172	88	77	4	1	50.18
-2.722714	1.616061	2.521531	87	77	4	1	50.14
-2.827433	1.739676	2.496017	86	78	4	1	49.95
-3.141593	2.343434	-2.013692	17	12	94	0	49.84
-2.513274	1.567193	2.643172	89	76	4	1	49.75
